handle,name,city,ig_score,google_rating,dm_icebreaker,dm_followup,dm_soft,card_path
@broskiburger,𝗕𝗥𝗢𝗦𝗞𝗜 𝗕𝗨𝗥𝗚𝗘𝗥,Frankfurt am Main,71,4.9,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und 𝗕𝗥𝗢𝗦𝗞𝗜 𝗕𝗨𝗥𝗚𝗘𝗥 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 71/100 (16 Punkte über dem Ø Frankfurt am Main Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.2x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und 𝗕𝗥𝗢𝗦𝗞𝗜 𝗕𝗨𝗥𝗚𝗘𝗥 war dabei.

Euer Instagram Score liegt bei 71/100. Das ist über dem Ø Frankfurt am Main Fast Food & Imbiss (54.6/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/broskiburger.png
@mainterrasse,Main Terrasse | SKYLINEVIEW,Frankfurt am Main,63,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Main Terrasse | SKYLINEVIEW war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 63/100 (9 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 1.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Main Terrasse | SKYLINEVIEW war dabei.

Euer Instagram Score liegt bei 63/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/mainterrasse.png
@maindiner,Main-Diner,Frankfurt am Main,71,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Main-Diner war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 71/100 (17 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.2x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Main-Diner war dabei.

Euer Instagram Score liegt bei 71/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/maindiner.png
@frankfurterwirtshaus,Frankfurter Wirtshaus,Frankfurt am Main,86,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Frankfurter Wirtshaus war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 86/100 (32 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Frankfurter Wirtshaus war dabei.

Euer Instagram Score liegt bei 86/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/frankfurterwirtshaus.png
@johnnysbarberlin,Johnny's Bar Berlin 🇩🇴 🇩🇪,Berlin,61,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Johnny's Bar Berlin 🇩🇴 🇩🇪 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 61/100 (2 Punkte über dem Ø Berlin Bar & Lounge).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.5x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Johnny's Bar Berlin 🇩🇴 🇩🇪 war dabei.

Euer Instagram Score liegt bei 61/100. Das ist über dem Ø Berlin Bar & Lounge (58.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/johnnysbarberlin.png
@meenakumaride,Meena Kumari,Berlin,49,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Meena Kumari war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 49/100 (2 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Meena Kumari war dabei.

Euer Instagram Score liegt bei 49/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/meenakumaride.png
@hofbraeu.wirtshaus,Hofbräu,Berlin,9,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Hofbräu war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (42 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Hofbräu war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/hofbraeu.wirtshaus.png
@kreuzberger.weltlaterne,Kreuzbeger Weltlaterne,Berlin,56,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Kreuzbeger Weltlaterne war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (5 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Kreuzbeger Weltlaterne war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/kreuzberger.weltlaterne.png
@royalsandrice_berlin,Royals & Rice Berlin,Berlin,56,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Royals & Rice Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (5 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Royals & Rice Berlin war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/royalsandrice_berlin.png
@maharadscha.restaurant,Indian Restaurant Maharadscha,Berlin,56,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Indian Restaurant Maharadscha war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (5 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.2x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Indian Restaurant Maharadscha war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/maharadscha.restaurant.png
@pizza_berlino,Pizza Berlino 🇮🇹,Berlin,64,4.9,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Pizza Berlino 🇮🇹 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 64/100 (3 Punkte Potenzial bis zum Ø Berlin Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Pizza Berlino 🇮🇹 war dabei.

Euer Instagram Score liegt bei 64/100. Der Ø Berlin Fast Food & Imbiss liegt bei 66.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/pizza_berlino.png
@26shibuya,26 SHIBUYA | modern japanese cuisine,Berlin,63,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und 26 SHIBUYA | modern japanese cuisine war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 63/100 (12 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und 26 SHIBUYA | modern japanese cuisine war dabei.

Euer Instagram Score liegt bei 63/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/26shibuya.png
@ikesu.restaurant,Ikesu,Berlin,49,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Ikesu war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 49/100 (2 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Ikesu war dabei.

Euer Instagram Score liegt bei 49/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/ikesu.restaurant.png
@ja_niko_ja_berlin,Ja! Niko Ja!,Berlin,64,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Ja! Niko Ja! war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 64/100 (13 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Ja! Niko Ja! war dabei.

Euer Instagram Score liegt bei 64/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/ja_niko_ja_berlin.png
@mysteryofpizza,Mystery of Pizza,Frankfurt am Main,48,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Mystery of Pizza war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (7 Punkte Potenzial bis zum Ø Frankfurt am Main Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Mystery of Pizza war dabei.

Euer Instagram Score liegt bei 48/100. Der Ø Frankfurt am Main Fast Food & Imbiss liegt bei 54.6/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/mysteryofpizza.png
@cappuccinograndcafe_mitte,Cappuccino Grand Café - Mitte,Berlin,9,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Cappuccino Grand Café - Mitte war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (38 Punkte Potenzial bis zum Ø Berlin Café & Kaffee).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Cappuccino Grand Café - Mitte war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Berlin Café & Kaffee liegt bei 47.4/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/cappuccinograndcafe_mitte.png
@mijo_restaurant,"miJo 🍱🥡  Stargarder Str. 24, 10437",Berlin,56,5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und miJo 🍱🥡  Stargarder Str. 24, 10437 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (5 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und miJo 🍱🥡  Stargarder Str. 24, 10437 war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/mijo_restaurant.png
@ristoranteazzurro,Ristorante Azzurro,Zürich,48,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Zürich analysiert und Ristorante Azzurro war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (8 Punkte Potenzial bis zum Ø Zürich Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (17% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Ristorante Azzurro war dabei.

Euer Instagram Score liegt bei 48/100. Der Ø Zürich Restaurant liegt bei 55.5/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/ristoranteazzurro.png
@saigoncomnieu,Saigon Com Nieu - From Vietnam with Love,Berlin,63,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Saigon Com Nieu - From Vietnam with Love war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 63/100 (12 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Saigon Com Nieu - From Vietnam with Love war dabei.

Euer Instagram Score liegt bei 63/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/saigoncomnieu.png
@anjoy_restaurant,Restaurant Anjoy,Berlin,38,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Restaurant Anjoy war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 38/100 (13 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (17% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Restaurant Anjoy war dabei.

Euer Instagram Score liegt bei 38/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/anjoy_restaurant.png
